1,1,2.30316,263037,4312.08
2,0,2.25401,262561,4376.02
3,0,2.39379,295733,4349.01
4,0,2.57888,297085,4434.1
5,0,2.47018,301448,4567.39
6,0,2.45177,288198,4503.09
7,0,2.5821,300298,4619.97
8,0,2.5966,312432,4594.59
9,0,2.60978,328950,4767.39
10,0,2.77291,335282,4789.74
11,0,2.79893,347748,4897.86
12,0,2.95068,388290,4853.62
13,0,2.83221,366060,4946.76
14,0,3.05137,373874,4855.51
15,0,3.18509,407307,4791.85
16,0,3.145,407040,4845.71
17,0,3.29655,420495,5005.89
18,0,3.31427,433285,4980.29
19,0,3.57538,453811,4932.73
20,0,3.6294,468608,4985.19
21,0,3.48715,456972,4913.68
22,0,3.85751,492942,5081.88
23,0,3.82763,524674,4996.9
24,0,3.99499,527065,5019.67
25,0,3.92101,518011,5180.11
26,0,4.40021,560772,5097.93
27,0,4.33616,573878,5170.07
28,0,4.35862,567216,5203.82
29,0,4.52816,613603,5200.03
30,0,4.48952,615211,5349.66
31,0,4.91961,652194,5217.55
32,0,4.98909,701677,5315.73
33,0,5.05813,698900,5460.16
34,0,5.31962,705132,5382.69
35,1,2.57668,330089,5239.51
36,0,2.53102,323592,5219.23
37,0,2.41352,319757,5329.28
38,0,2.47179,346040,5243.03
39,0,2.56398,333845,5299.13
40,0,2.59957,337963,5199.43
41,0,2.60639,333902,5300.03
42,0,2.66837,368811,5268.73
43,0,2.6867,355184,5301.25
44,0,2.67549,375410,5440.72
45,0,2.75247,361373,5475.35
46,0,3.05242,420710,5325.44
47,0,3.08513,427575,5344.69
48,0,3.1132,447603,5392.81
49,0,3.21635,441482,5383.93
50,0,3.1579,426899,5336.24
51,0,3.34012,457709,5514.57
52,0,3.3799,464038,5395.79
53,0,3.67684,509113,5303.26
54,0,3.58096,493340,5481.56
55,0,3.58096,493257,5420.41
56,0,4.00405,526661,5319.81
57,0,3.98573,527819,5441.43
58,0,4.05147,535011,5404.15
59,0,4.25609,579430,5315.87
60,0,4.20213,551467,5302.57
61,0,4.48041,599867,5355.96
62,0,4.58484,616286,5406.02
63,0,4.77342,638679,5367.05
64,0,4.80225,604341,5348.15
65,0,5.09995,652246,5390.46
66,0,5.24509,648487,5404.06
67,1,2.40818,307738,5044.89
68,0,2.47405,316263,5184.64
69,0,2.33976,299117,5247.67
70,0,2.44906,307278,5121.3
71,0,2.40659,306956,5202.64
72,0,2.55134,337491,5192.17
73,0,2.56356,341525,5254.23
74,0,2.77531,382199,5095.99
75,0,2.85724,387379,5234.85
76,0,2.84395,376504,5229.22
77,0,2.70489,372223,5242.58
78,0,3.07596,401340,5212.21
79,0,3.00521,412119,5216.7
80,0,3.18851,427369,5276.16
81,0,3.05663,406665,5281.36
82,0,3.30165,427459,5277.27
83,0,3.34178,447045,5198.2
84,0,3.41984,472128,5304.81
85,0,3.36903,452155,5382.8
86,0,3.71348,466459,5241.11
87,0,3.5632,481625,5235.05
88,0,3.87233,517890,5231.21
89,0,3.87757,522183,5119.44
90,0,4.15957,525049,5198.5
91,0,4.21916,570205,5231.24
92,0,4.39768,554917,5186.14
