1,1,1.90738,236929,4738.58
2,0,1.88568,221911,4721.51
3,0,1.95197,238057,4667.78
4,0,1.95197,238371,4673.94
5,0,1.95197,240256,4710.9
6,0,2.0611,253837,4789.38
7,0,1.8833,234683,4789.45
8,0,1.8833,237647,4849.94
9,0,2.06544,250337,4814.17
10,0,2.01929,244738,4798.78
11,0,2.07815,253068,4774.87
12,0,2.03228,245276,4716.85
13,0,2.06599,252030,4755.28
14,0,2.20492,260939,4744.35
15,0,2.21933,263341,4702.52
16,0,2.21933,266460,4758.21
17,0,2.13934,259729,4809.8
18,0,2.28833,265342,4824.4
19,0,2.30777,265024,4818.62
20,0,2.4396,292284,4714.26
21,0,2.49505,293716,4662.16
22,0,2.35576,284949,4749.15
23,0,2.39318,280764,4758.71
24,0,2.47783,283445,4724.08
25,0,2.52086,287160,4786
26,0,2.52086,287939,4798.98
27,0,2.52925,317807,4743.39
28,0,2.49727,307375,4728.85
29,0,2.71678,333936,4703.32
30,0,2.71147,320240,4641.16
31,0,2.68552,334917,4587.9
32,0,2.6936,320228,4574.69
33,0,2.81259,347410,4571.18
34,0,2.74931,339226,4646.93
35,0,2.9283,371580,4531.46
36,0,2.90043,323282,4553.27
37,0,2.86138,344663,4595.51
38,0,2.78603,330379,4653.23
39,0,3.06969,340612,4481.74
40,0,3.20283,374363,4456.7
41,0,3.28093,381543,4436.55
42,0,3.44903,382966,4559.12
43,0,3.46473,391048,4547.07
44,0,3.33275,375485,4635.62
45,0,3.72528,391185,4713.07
46,0,3.58702,377527,4719.09
47,1,1.70124,188822,4291.41
48,0,1.53008,172307,4307.68
49,0,1.50047,166394,4378.79
50,0,1.70916,187233,4354.26
51,0,1.70124,189379,4304.07
52,0,1.66319,185357,4310.63
53,0,1.84063,197354,4199.02
54,0,1.83787,200721,4270.66
55,0,1.8026,197208,4287.13
56,0,1.84063,198907,4232.06
57,0,1.80409,193775,4306.11
58,0,1.8026,199337,4333.41
59,0,1.84063,204284,4346.47
